appid,name,playing_time,playtime_date,creation_time
3419430,Bongo Cat,666,2025-10-19,2025-10-20 01:01:18.913818+08:00
2162560,Enter the Chronosphere Demo,54,2025-10-19,2025-10-20 01:01:18.913818+08:00
3833670,Wizard Cats Demo,37,2025-10-19,2025-10-20 01:01:18.913818+08:00
3978190,Creator Chronicles Demo,13,2025-10-19,2025-10-20 01:01:18.913818+08:00
