appid,name,playing_time,playtime_date,creation_time
3419430,Bongo Cat,271,2025-10-15,2025-10-16 01:01:41.076282+08:00
3708500,Under The Island Demo,69,2025-10-15,2025-10-16 01:01:41.076282+08:00
4023520,Below the Crown Demo,45,2025-10-15,2025-10-16 01:01:41.076282+08:00
