appid,name,playing_time,playtime_date,creation_time
2702170,Strange Jigsaws,44,2025-08-18,2025-08-19 01:10:08.064356+08:00
3419430,Bongo Cat,329,2025-08-18,2025-08-19 01:10:08.064356+08:00
