appid,name,playing_time,playtime_date,creation_time
3419430,Bongo Cat,192,2025-10-16,2025-10-17 01:01:22.443441+08:00
3783770,Shadow of the Road Demo,75,2025-10-16,2025-10-17 01:01:22.443441+08:00
4023520,Below the Crown Demo,10,2025-10-16,2025-10-17 01:01:22.443441+08:00
