appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,178,2025-08-29,2025-08-30 01:01:13.277996+08:00
3419430,Bongo Cat,221,2025-08-29,2025-08-30 01:01:13.277996+08:00
