appid,name,playing_time,playtime_date,creation_time
3081410,Battlefield™ 6 Open Beta,12,2025-08-10,2025-08-11 01:01:01.067098+08:00
306130,The Elder Scrolls Online,53,2025-08-10,2025-08-11 01:01:01.067098+08:00
