appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,193,2025-08-15,2025-08-16 01:07:37.640006+08:00
3419430,Bongo Cat,269,2025-08-15,2025-08-16 01:07:37.640006+08:00
