appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,94,2025-11-13,2025-11-14 01:10:13.544362+08:00
3920000,NORSE: Oath of Blood Demo,14,2025-11-13,2025-11-14 01:10:13.544362+08:00
2771570,nullptr - Demo,8,2025-11-13,2025-11-14 01:10:13.544362+08:00
