appid,name,playing_time,playtime_date,creation_time
2702170,Strange Jigsaws,147,2025-08-23,2025-08-24 01:00:54.445048+08:00
3419430,Bongo Cat,217,2025-08-23,2025-08-24 01:00:54.445048+08:00
