appid,name,playing_time,playtime_date,creation_time
1616290,Golf Gang Playtest,10,2025-08-06,2025-08-07 01:13:40.304351+08:00
3034260,Paraside: Duality Unbound Playtest,108,2025-08-06,2025-08-07 01:13:40.304351+08:00
3065170,Monster Hunter Wilds Beta test,229,2025-08-06,2025-08-07 01:13:40.304351+08:00
306130,The Elder Scrolls Online,277,2025-08-06,2025-08-07 01:13:40.304351+08:00
