appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,100,2025-11-06,2025-11-07 01:10:25.573979+08:00
4047660,"Live Hard, Die Hard / リブハード、ダイハード Demo",12,2025-11-06,2025-11-07 01:10:25.573979+08:00
