appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,143,2025-10-29,2025-10-30 01:09:31.628894+08:00
3419430,Bongo Cat,271,2025-10-29,2025-10-30 01:09:31.628894+08:00
