appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,203,2025-10-28,2025-10-29 01:08:46.349901+08:00
582010,Monster Hunter: World,33,2025-10-28,2025-10-29 01:08:46.349901+08:00
3419430,Bongo Cat,241,2025-10-28,2025-10-29 01:08:46.349901+08:00
3538260,Vortica Demo,1,2025-10-28,2025-10-29 01:08:46.349901+08:00
