appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,68,2025-08-13,2025-08-14 01:01:12.610956+08:00
3419430,Bongo Cat,207,2025-08-13,2025-08-14 01:01:12.610956+08:00
