appid,name,playing_time,playtime_date,creation_time
553850,HELLDIVERS™ 2,136,2025-08-28,2025-08-29 01:01:13.537272+08:00
3419430,Bongo Cat,180,2025-08-28,2025-08-29 01:01:13.537272+08:00
