appid,name,playing_time,playtime_date,creation_time
368500,Assassin's Creed Syndicate,17,2025-08-24,2025-08-25 01:06:42.019796+08:00
1794680,Vampire Survivors,78,2025-08-24,2025-08-25 01:06:42.019796+08:00
3419430,Bongo Cat,719,2025-08-24,2025-08-25 01:06:42.019796+08:00
